concrete_dated_prediction,specific_open_thread_named,callback_prior_session,callback_within_session,validation,self_correction,reframe,mean_sentiment,sentiment_trend,session_id,session_duration_minutes,message_count_total,gap_until_next_session_hours,returned_next_session
0.04878048780487805,0.0,0.0,0.5853658536585366,0.0975609756097561,0.0,0.2926829268292683,-0.1941176470588235,-0.3,Sitara-2::conversation_1147079_4336.csv::s1,5.083333333333333,58,,0
0.16666666666666666,0.3333333333333333,0.0,0.7777777777777778,0.05555555555555555,0.0,0.16666666666666666,0.21818181818181817,-1.0,Sitara-2::conversation_1396719_4336.csv::s1,4.783333333333333,22,,0
0.0,0.0,0.0,0.6363636363636364,0.045454545454545456,0.0,0.3181818181818182,-0.04285714285714286,0.0,Sitara-2::conversation_1860417_4336.csv::s1,5.083333333333333,36,,0
0.2222222222222222,0.3333333333333333,0.0,0.14814814814814814,0.0,0.0,0.0,-0.07692307692307693,0.0,Sitara-2::conversation_1879424_4336.csv::s1,4.8,40,,0
0.24,0.08,0.0,0.24,0.08,0.08,0.0,-0.1769230769230769,-0.5,Sitara-2::conversation_1898618_4336.csv::s1,5.016666666666667,38,,0
0.0,0.08,0.0,0.24,0.12,0.0,0.04,-0.16363636363636364,0.3,Sitara-2::conversation_2092151_4336.csv::s1,0.0,1,,0
0.045454545454545456,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.045454545454545456,0.5625,1.0,Sitara-2::conversation_2397152_4336.csv::s1,4.866666666666666,38,,0
0.13043478260869565,0.0,0.0,0.9565217391304348,0.21739130434782608,0.0,0.5652173913043478,0.06363636363636363,-0.3,Sitara-2::conversation_3157764_4336.csv::s1,4.9,45,0.015555555555555555,1
0.037037037037037035,0.037037037037037035,0.2222222222222222,0.6666666666666666,0.07407407407407407,0.0,0.2962962962962963,0.14,0.7,Sitara-2::conversation_3157764_4336.csv::s2,4.933333333333334,52,,0
0.21739130434782608,0.08695652173913043,0.0,0.6086956521739131,0.0,0.0,0.08695652173913043,0.5133333333333333,0.0,Sitara-2::conversation_3160815_4336.csv::s1,4.85,38,,0
0.0625,0.125,0.0,0.6875,0.0625,0.0,0.3125,0.49090909090909096,1.0,Sitara-2::conversation_3400476_4336.csv::s1,4.683333333333334,27,0.07583333333333334,1
0.04,0.08,0.04,0.76,0.0,0.0,0.16,0.5388888888888889,0.0,Sitara-2::conversation_3400476_4336.csv::s2,10.183333333333334,43,,0
0.0,0.06666666666666667,0.0,0.8,0.13333333333333333,0.0,0.06666666666666667,-0.02307692307692308,1.0,Sitara-2::conversation_3413532_4336.csv::s1,5.416666666666667,28,940.2813888888888,1
0.1111111111111111,0.0,0.0,0.28888888888888886,0.022222222222222223,0.022222222222222223,0.08888888888888889,0.7749999999999999,1.0,Sitara-2::conversation_3413532_4336.csv::s2,9.916666666666666,81,,0
0.021739130434782608,0.021739130434782608,0.0,0.5217391304347826,0.06521739130434782,0.043478260869565216,0.30434782608695654,0.39999999999999997,0.0,Sitara-2::conversation_3600087_4336.csv::s1,2431.0333333333333,80,0.001388888888888889,1
0.01282051282051282,0.5384615384615384,0.0,0.7948717948717948,0.08974358974358974,0.0,0.10256410256410256,0.3484375,-1.0,Sitara-2::conversation_3600087_4336.csv::s2,24.816666666666666,142,,0
0.09523809523809523,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5909090909090909,-1.0,Sitara-2::conversation_360686_4336.csv::s1,4.65,32,,0
0.12121212121212122,0.0,0.0,0.21212121212121213,0.0,0.0,0.06060606060606061,0.06470588235294118,1.0,Sitara-2::conversation_3846434_4336.csv::s1,3.5,50,,0
0.043478260869565216,0.043478260869565216,0.0,0.13043478260869565,0.0,0.0,0.043478260869565216,0.4428571428571429,1.0,Sitara-2::conversation_3922798_4336.csv::s1,3.9166666666666665,37,,0
0.26666666666666666,0.0,0.0,0.13333333333333333,0.3111111111111111,0.0,0.13333333333333333,-0.05,0.0,Sitara-2::conversation_4027814_4336.csv::s1,9.4,77,,0
0.11764705882352941,0.20588235294117646,0.0,0.11764705882352941,0.0,0.0,0.0,0.06,1.0,Sitara-2::conversation_4031241_4336.csv::s1,13.216666666666667,59,,0
0.05555555555555555,0.05555555555555555,0.0,0.5555555555555556,0.05555555555555555,0.0,0.5,0.11333333333333333,0.0,Sitara-2::conversation_4048877_4336.csv::s1,0.08333333333333333,2,,0
0.12,0.0,0.0,0.72,0.0,0.0,0.56,0.26521739130434785,1.0,Sitara-2::conversation_4185968_4336.csv::s1,4.916666666666667,48,,0
0.0,0.03333333333333333,0.0,0.6,0.0,0.03333333333333333,0.1,0.17647058823529413,1.0,Sitara-2::conversation_4318987_4336.csv::s1,4.8,47,,0
0.21875,0.125,0.0,0.6875,0.03125,0.0,0.0625,0.08695652173913043,-0.5,Sitara-2::conversation_4403950_4336.csv::s1,12.75,55,16.944166666666668,1
0.1875,0.0,0.25,0.6875,0.0625,0.0,0.0,-0.05,0.0,Sitara-2::conversation_4403950_4336.csv::s2,6.983333333333333,26,,0
0.0,0.08,0.0,0.6,0.12,0.04,0.16,-0.41538461538461535,0.0,Sitara-2::conversation_4613992_4336.csv::s1,4.95,38,,0
0.15384615384615385,0.07692307692307693,0.0,0.46153846153846156,0.038461538461538464,0.0,0.038461538461538464,0.10526315789473684,0.0,Sitara-2::conversation_4676678_4336.csv::s1,4.983333333333333,45,,0
0.043478260869565216,0.34782608695652173,0.0,0.6956521739130435,0.0,0.0,0.17391304347826086,0.2285714285714286,0.0,Sitara-2::conversation_4692098_4336.csv::s1,4.916666666666667,37,,0
0.03571428571428571,0.5,0.0,0.6785714285714286,0.03571428571428571,0.0,0.03571428571428571,0.2777777777777778,1.0,Sitara-2::conversation_4802466_4336.csv::s1,5.883333333333334,46,,0
0.125,0.041666666666666664,0.0,0.20833333333333334,0.0,0.0,0.08333333333333333,-0.1,1.0,Sitara-2::conversation_5133396_4336.csv::s1,4.85,34,,0
0.0,0.0,0.0,0.6363636363636364,0.13636363636363635,0.0,0.5909090909090909,-0.17777777777777778,-1.0,Sitara-2::conversation_5152309_4336.csv::s1,4.316666666666666,40,,0
0.08333333333333333,0.0,0.0,0.4166666666666667,0.0,0.0,0.125,0.10625,-1.0,Sitara-2::conversation_5156256_4336.csv::s1,5.016666666666667,40,,0
0.0,0.1,0.0,0.15,0.05,0.0,0.0,0.07058823529411765,1.0,Sitara-2::conversation_5156703_4336.csv::s1,6.983333333333333,37,,0
0.04,0.24,0.0,0.12,0.08,0.0,0.12,0.09166666666666667,1.0,Sitara-2::conversation_5156709_4336.csv::s1,4.166666666666667,37,,0
0.0,0.34285714285714286,0.0,0.2,0.0,0.0,0.0,0.3,1.0,Sitara-2::conversation_5158599_4336.csv::s1,15.8,54,,0
0.06451612903225806,0.25806451612903225,0.0,0.41935483870967744,0.22580645161290322,0.0,0.0967741935483871,-0.09999999999999999,-0.3,Sitara-2::conversation_5160856_4336.csv::s1,4.933333333333334,48,,0
0.10256410256410256,0.05128205128205128,0.0,0.6153846153846154,0.02564102564102564,0.0,0.02564102564102564,-0.109375,0.0,Sitara-2::conversation_5161092_4336.csv::s1,5.0,71,,0
0.041666666666666664,0.041666666666666664,0.0,0.2916666666666667,0.041666666666666664,0.0,0.0,-0.12142857142857144,1.0,Sitara-2::conversation_5161202_4336.csv::s1,4.883333333333334,38,,0
0.0625,0.0,0.0,0.5,0.0625,0.0625,0.0,-0.030000000000000006,0.0,Sitara-2::conversation_5162157_4336.csv::s1,4.583333333333333,26,,0
0.03571428571428571,0.35714285714285715,0.0,0.42857142857142855,0.0,0.0,0.0,0.05555555555555555,1.0,Sitara-2::conversation_5166849_4336.csv::s1,5.033333333333333,46,,0
0.045454545454545456,0.13636363636363635,0.0,0.5454545454545454,0.045454545454545456,0.045454545454545456,0.0,-0.58,-0.8,Sitara-2::conversation_5167954_4336.csv::s1,5.116666666666666,37,,0
0.1111111111111111,0.07407407407407407,0.0,0.7407407407407407,0.07407407407407407,0.0,0.3333333333333333,0.004166666666666666,1.0,Sitara-2::conversation_5168464_4336.csv::s1,4.883333333333334,51,,0
