concrete_dated_prediction,specific_open_thread_named,callback_prior_session,callback_within_session,validation,self_correction,reframe,mean_sentiment,sentiment_trend,session_id,session_duration_minutes,message_count_total,gap_until_next_session_hours,returned_next_session
0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,-0.024999999999999998,0.0,Human_Single::conversation_1014545_1300.csv::s1,5.933333333333334,24,,0
0.058823529411764705,0.0,0.0,0.17647058823529413,0.11764705882352941,0.0,0.0,-0.16296296296296295,-0.3,Human_Single::conversation_1028497_4.csv::s1,13.95,44,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_1058261_2236.csv::s1,0.0,1,,0
0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.038461538461538464,0.0,Human_Single::conversation_1279776_4.csv::s1,61.5,32,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_1348732_1411.csv::s1,0.0,1,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_1389813_2387.csv::s1,0.0,1,,0
0.034482758620689655,0.0,0.0,0.20689655172413793,0.0,0.0,0.034482758620689655,-0.024999999999999998,0.0,Human_Single::conversation_1393970_340.csv::s1,13.65,41,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_1444546_752.csv::s1,0.0,1,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_1489500_2569.csv::s1,0.0,1,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,Human_Single::conversation_1496235_2530.csv::s1,2020.3,22,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_174849_732.csv::s1,0.0,1,,0
0.0,0.058823529411764705,0.0,0.4117647058823529,0.0,0.0,0.0,-0.012000000000000002,-1.0,Human_Single::conversation_244875_4.csv::s1,2071.3166666666666,42,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_438355_752.csv::s1,0.0,1,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_484081_723.csv::s1,0.0,1,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_656390_1004.csv::s1,0.0,1,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_695474_168.csv::s1,0.0,1,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_711508_1960.csv::s1,0.0,1,,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_722590_2387.csv::s1,8.55,2,,0
0.0,0.0,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_742410_1961.csv::s1,5.316666666666666,44,,0
0.0,0.0,0.0,0.8048780487804879,0.12195121951219512,0.0,0.04878048780487805,-0.10571428571428572,0.0,Human_Single::conversation_807936_1947.csv::s1,17.966666666666665,76,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_814390_2129.csv::s1,0.0,1,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_821993_752.csv::s1,0.0,1,,0
0.1,0.0,0.0,0.7,0.1,0.0,0.4,-0.125,0.0,Human_Single::conversation_824271_2078.csv::s1,10.766666666666667,14,,0
0.0,0.0,0.0,0.3125,0.0,0.0,0.0,-0.058823529411764705,-1.0,Human_Single::conversation_833669_4.csv::s1,23456.566666666666,33,,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human_Single::conversation_878151_821.csv::s1,0.0,1,,0
