case:concept:name,concept:name,time:timestamp
Sitara-2::conversation_1147079_4336.csv::s1,user_neutral,2026-08-30 12:52:46.000
Sitara-2::conversation_1147079_4336.csv::s1,astro_other,2026-08-30 12:52:51.001
Sitara-2::conversation_1147079_4336.csv::s1,user_neutral_factual,2026-08-30 12:52:52.002
Sitara-2::conversation_1147079_4336.csv::s1,user_neutral_factual,2026-08-30 12:52:57.003
Sitara-2::conversation_1147079_4336.csv::s1,astro_other,2026-08-30 12:52:57.004
Sitara-2::conversation_1147079_4336.csv::s1,astro_other,2026-08-30 12:53:01.005
Sitara-2::conversation_1147079_4336.csv::s1,astro_other,2026-08-30 12:53:02.006
Sitara-2::conversation_1147079_4336.csv::s1,astro_callback_within,2026-08-30 12:53:03.007
Sitara-2::conversation_1147079_4336.csv::s1,astro_reframe,2026-08-30 12:53:05.008
Sitara-2::conversation_1147079_4336.csv::s1,user_neutral,2026-08-30 12:53:10.009
Sitara-2::conversation_1147079_4336.csv::s1,astro_other,2026-08-30 12:53:17.010
Sitara-2::conversation_1147079_4336.csv::s1,astro_other,2026-08-30 12:53:19.011
Sitara-2::conversation_1147079_4336.csv::s1,user_emotional_disclosure,2026-08-30 12:53:35.012
Sitara-2::conversation_1147079_4336.csv::s1,astro_callback_within,2026-08-30 12:53:44.013
Sitara-2::conversation_1147079_4336.csv::s1,astro_other,2026-08-30 12:53:46.014
Sitara-2::conversation_1147079_4336.csv::s1,astro_other,2026-08-30 12:53:48.015
Sitara-2::conversation_1147079_4336.csv::s1,user_emotional_disclosure,2026-08-30 12:54:00.016
Sitara-2::conversation_1147079_4336.csv::s1,astro_callback_within,2026-08-30 12:54:05.017
Sitara-2::conversation_1147079_4336.csv::s1,astro_callback_within,2026-08-30 12:54:07.018
Sitara-2::conversation_1147079_4336.csv::s1,user_neutral,2026-08-30 12:54:28.019
Sitara-2::conversation_1147079_4336.csv::s1,astro_other,2026-08-30 12:54:35.020
Sitara-2::conversation_1147079_4336.csv::s1,user_emotional_disclosure,2026-08-30 12:54:44.021
Sitara-2::conversation_1147079_4336.csv::s1,astro_callback_within,2026-08-30 12:54:49.022
Sitara-2::conversation_1147079_4336.csv::s1,astro_callback_within,2026-08-30 12:54:51.023
Sitara-2::conversation_1147079_4336.csv::s1,user_emotional_disclosure,2026-08-30 12:55:05.024
Sitara-2::conversation_1147079_4336.csv::s1,astro_callback_within,2026-08-30 12:55:11.025
Sitara-2::conversation_1147079_4336.csv::s1,astro_callback_within,2026-08-30 12:55:13.026
Sitara-2::conversation_1147079_4336.csv::s1,astro_other,2026-08-30 12:55:15.027
Sitara-2::conversation_1147079_4336.csv::s1,user_emotional_disclosure,2026-08-30 12:55:19.028
Sitara-2::conversation_1147079_4336.csv::s1,user_emotional_disclosure,2026-08-30 12:55:26.029
Sitara-2::conversation_1147079_4336.csv::s1,astro_callback_within,2026-08-30 12:55:26.030
