case:concept:name,concept:name,time:timestamp
Human_Single::conversation_1014545_1300.csv::s1,user_neutral,2026-02-10 12:02:25.000
Human_Single::conversation_1014545_1300.csv::s1,user_neutral,2026-02-10 12:02:42.001
Human_Single::conversation_1014545_1300.csv::s1,astro_other,2026-02-10 12:03:13.002
Human_Single::conversation_1014545_1300.csv::s1,astro_other,2026-02-10 12:03:36.003
Human_Single::conversation_1014545_1300.csv::s1,user_neutral,2026-02-10 12:03:41.004
Human_Single::conversation_1014545_1300.csv::s1,astro_other,2026-02-10 12:03:58.005
Human_Single::conversation_1014545_1300.csv::s1,astro_other,2026-02-10 12:04:23.006
Human_Single::conversation_1014545_1300.csv::s1,user_neutral_factual,2026-02-10 12:04:36.007
Human_Single::conversation_1014545_1300.csv::s1,user_emotional_disclosure,2026-02-10 12:05:05.008
Human_Single::conversation_1014545_1300.csv::s1,astro_other,2026-02-10 12:05:15.009
Human_Single::conversation_1014545_1300.csv::s1,user_neutral_factual,2026-02-10 12:05:27.010
Human_Single::conversation_1014545_1300.csv::s1,user_neutral_factual,2026-02-10 12:05:34.011
Human_Single::conversation_1014545_1300.csv::s1,astro_other,2026-02-10 12:05:38.012
Human_Single::conversation_1014545_1300.csv::s1,astro_dated_prediction,2026-02-10 12:06:19.013
Human_Single::conversation_1014545_1300.csv::s1,user_neutral,2026-02-10 12:06:26.014
Human_Single::conversation_1014545_1300.csv::s1,astro_other,2026-02-10 12:06:45.015
Human_Single::conversation_1014545_1300.csv::s1,user_neutral,2026-02-10 12:07:09.016
Human_Single::conversation_1014545_1300.csv::s1,astro_other,2026-02-10 12:07:16.017
Human_Single::conversation_1014545_1300.csv::s1,user_neutral_factual,2026-02-10 12:07:35.018
Human_Single::conversation_1014545_1300.csv::s1,astro_other,2026-02-10 12:07:41.019
Human_Single::conversation_1014545_1300.csv::s1,user_neutral_factual,2026-02-10 12:07:52.020
Human_Single::conversation_1014545_1300.csv::s1,astro_other,2026-02-10 12:07:59.021
Human_Single::conversation_1014545_1300.csv::s1,user_neutral_factual,2026-02-10 12:08:15.022
Human_Single::conversation_1014545_1300.csv::s1,astro_open_thread,2026-02-10 12:08:21.023
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:41:05.000
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:41:15.001
Human_Single::conversation_1028497_4.csv::s1,user_neutral,2026-02-12 14:41:32.002
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:43:52.003
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:44:01.004
Human_Single::conversation_1028497_4.csv::s1,user_disengaging,2026-02-12 14:44:01.005
Human_Single::conversation_1028497_4.csv::s1,user_neutral_factual,2026-02-12 14:44:24.006
Human_Single::conversation_1028497_4.csv::s1,user_neutral_factual,2026-02-12 14:44:45.007
Human_Single::conversation_1028497_4.csv::s1,user_neutral,2026-02-12 14:47:18.008
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:49:36.009
Human_Single::conversation_1028497_4.csv::s1,user_neutral_factual,2026-02-12 14:49:40.010
Human_Single::conversation_1028497_4.csv::s1,user_neutral,2026-02-12 14:49:42.011
Human_Single::conversation_1028497_4.csv::s1,user_neutral,2026-02-12 14:49:53.012
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:49:54.013
Human_Single::conversation_1028497_4.csv::s1,user_neutral_factual,2026-02-12 14:49:59.014
Human_Single::conversation_1028497_4.csv::s1,user_neutral_factual,2026-02-12 14:50:09.015
Human_Single::conversation_1028497_4.csv::s1,user_neutral,2026-02-12 14:50:12.016
Human_Single::conversation_1028497_4.csv::s1,user_emotional_disclosure,2026-02-12 14:50:33.017
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:50:36.018
Human_Single::conversation_1028497_4.csv::s1,user_neutral_factual,2026-02-12 14:50:46.019
Human_Single::conversation_1028497_4.csv::s1,user_neutral_factual,2026-02-12 14:50:58.020
Human_Single::conversation_1028497_4.csv::s1,user_neutral,2026-02-12 14:51:23.021
Human_Single::conversation_1028497_4.csv::s1,user_neutral,2026-02-12 14:51:26.022
Human_Single::conversation_1028497_4.csv::s1,user_neutral,2026-02-12 14:51:37.023
Human_Single::conversation_1028497_4.csv::s1,user_emotional_disclosure,2026-02-12 14:51:50.024
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:52:03.025
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:52:03.026
Human_Single::conversation_1028497_4.csv::s1,user_neutral_factual,2026-02-12 14:52:08.027
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:52:09.028
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:52:17.029
Human_Single::conversation_1028497_4.csv::s1,user_emotional_disclosure,2026-02-12 14:52:21.030
Human_Single::conversation_1028497_4.csv::s1,user_emotional_disclosure,2026-02-12 14:52:56.031
Human_Single::conversation_1028497_4.csv::s1,astro_validation,2026-02-12 14:52:58.032
Human_Single::conversation_1028497_4.csv::s1,astro_other,2026-02-12 14:53:17.033
Human_Single::conversation_1028497_4.csv::s1,user_pushback,2026-02-12 14:53:31.034
Human_Single::conversation_1028497_4.csv::s1,user_pushback,2026-02-12 14:53:37.035
Human_Single::conversation_1028497_4.csv::s1,astro_dated_prediction,2026-02-12 14:53:49.036
Human_Single::conversation_1028497_4.csv::s1,user_emotional_disclosure,2026-02-12 14:53:58.037
Human_Single::conversation_1028497_4.csv::s1,astro_callback_within,2026-02-12 14:54:23.038
Human_Single::conversation_1028497_4.csv::s1,user_emotional_disclosure,2026-02-12 14:54:23.039
Human_Single::conversation_1028497_4.csv::s1,astro_callback_within,2026-02-12 14:54:33.040
Human_Single::conversation_1028497_4.csv::s1,astro_callback_within,2026-02-12 14:54:36.041
Human_Single::conversation_1028497_4.csv::s1,user_emotional_disclosure,2026-02-12 14:54:49.042
Human_Single::conversation_1028497_4.csv::s1,user_emotional_disclosure,2026-02-12 14:55:02.043
Human_Single::conversation_1028497_4.csv::s2,user_neutral,2026-02-12 14:40:34.000
Human_Single::conversation_1028497_4.csv::s3,user_neutral,2026-02-12 14:40:56.000
Human_Single::conversation_1028497_4.csv::s3,astro_other,2026-02-12 14:41:05.001
