case:concept:name,concept:name,time:timestamp
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral,2026-07-16 14:17:25.000
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:17:31.001
Human_Astro::conversation_1338879_1953.csv::s1,astro_other,2026-07-16 14:17:35.002
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:17:57.003
Human_Astro::conversation_1338879_1953.csv::s1,user_emotional_disclosure,2026-07-16 14:18:15.004
Human_Astro::conversation_1338879_1953.csv::s1,astro_other,2026-07-16 14:18:32.005
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:18:34.006
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:18:41.007
Human_Astro::conversation_1338879_1953.csv::s1,user_emotional_disclosure,2026-07-16 14:18:53.008
Human_Astro::conversation_1338879_1953.csv::s1,astro_other,2026-07-16 14:18:55.009
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:19:12.010
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:19:23.011
Human_Astro::conversation_1338879_1953.csv::s1,astro_other,2026-07-16 14:21:27.012
Human_Astro::conversation_1338879_1953.csv::s1,astro_other,2026-07-16 14:21:42.013
Human_Astro::conversation_1338879_1953.csv::s1,astro_other,2026-07-16 14:21:52.014
Human_Astro::conversation_1338879_1953.csv::s1,user_emotional_disclosure,2026-07-16 14:22:09.015
Human_Astro::conversation_1338879_1953.csv::s1,user_emotional_disclosure,2026-07-16 14:22:13.016
Human_Astro::conversation_1338879_1953.csv::s1,astro_other,2026-07-16 14:22:34.017
Human_Astro::conversation_1338879_1953.csv::s1,astro_other,2026-07-16 14:23:08.018
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:23:27.019
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:23:29.020
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:23:33.021
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:23:43.022
Human_Astro::conversation_1338879_1953.csv::s1,user_pushback,2026-07-16 14:23:55.023
Human_Astro::conversation_1338879_1953.csv::s1,user_pushback,2026-07-16 14:23:59.024
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:24:27.025
Human_Astro::conversation_1338879_1953.csv::s1,user_emotional_disclosure,2026-07-16 14:24:43.026
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:25:13.027
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral,2026-07-16 14:25:26.028
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral,2026-07-16 14:25:48.029
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:25:49.030
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:26:02.031
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:26:09.032
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral,2026-07-16 14:26:13.033
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral,2026-07-16 14:26:15.034
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:26:24.035
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:26:41.036
Human_Astro::conversation_1338879_1953.csv::s1,astro_other,2026-07-16 14:26:53.037
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral,2026-07-16 14:27:30.038
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral,2026-07-16 14:27:36.039
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:27:45.040
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral,2026-07-16 14:27:56.041
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:28:09.042
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:28:23.043
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:28:29.044
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:28:48.045
Human_Astro::conversation_1338879_1953.csv::s1,user_enthusiastic,2026-07-16 14:29:00.046
Human_Astro::conversation_1338879_1953.csv::s1,user_enthusiastic,2026-07-16 14:29:02.047
Human_Astro::conversation_1338879_1953.csv::s1,user_neutral_factual,2026-07-16 14:29:12.048
Human_Astro::conversation_1338879_1953.csv::s1,astro_callback_within,2026-07-16 14:29:16.049
Human_Astro::conversation_1338879_1953.csv::s1,user_emotional_disclosure,2026-07-16 14:29:54.050
Human_Astro::conversation_1338879_1953.csv::s1,user_emotional_disclosure,2026-07-16 14:30:00.051
