,user_pushback,user_disengaging,user_emotional_disclosure,user_enthusiastic,user_neutral_factual,user_neutral,astro_dated_prediction,astro_callback_prior,astro_callback_within,astro_reframe,astro_validation,astro_self_correction,astro_open_thread,astro_other
user_pushback,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666
user_disengaging,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_emotional_disclosure,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.058823529411764705,0.0,0.0,0.17647058823529413
user_enthusiastic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
user_neutral_factual,0.01680672268907563,0.01680672268907563,0.03361344537815126,0.0,0.3865546218487395,0.04201680672268908,0.01680672268907563,0.0,0.2184873949579832,0.0,0.0,0.0,0.01680672268907563,0.25210084033613445
user_neutral,0.0,0.0,0.08,0.0,0.08,0.16,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.56
astro_dated_prediction,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
astro_callback_prior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astro_callback_within,0.0,0.0,0.08823529411764706,0.014705882352941176,0.45588235294117646,0.029411764705882353,0.014705882352941176,0.0,0.3088235294117647,0.0,0.0,0.0,0.0,0.08823529411764706
astro_reframe,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6
astro_validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
astro_self_correction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astro_open_thread,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astro_other,0.017857142857142856,0.008928571428571428,0.017857142857142856,0.008928571428571428,0.3482142857142857,0.03571428571428571,0.017857142857142856,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.4375
