,user_pushback,user_disengaging,user_emotional_disclosure,user_enthusiastic,user_neutral_factual,user_neutral,astro_dated_prediction,astro_callback_prior,astro_callback_within,astro_reframe,astro_validation,astro_self_correction,astro_open_thread,astro_other
user_pushback,0.023255813953488372,0.0,0.0,0.0,0.046511627906976744,0.0,0.06976744186046512,0.11627906976744186,0.3488372093023256,0.023255813953488372,0.11627906976744186,0.0,0.023255813953488372,0.23255813953488372
user_disengaging,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25
user_emotional_disclosure,0.0,0.0,0.06153846153846154,0.015384615384615385,0.03076923076923077,0.0,0.07692307692307693,0.15384615384615385,0.4153846153846154,0.1076923076923077,0.06153846153846154,0.0,0.0,0.07692307692307693
user_enthusiastic,0.0,0.007692307692307693,0.015384615384615385,0.1076923076923077,0.007692307692307693,0.007692307692307693,0.07692307692307693,0.05384615384615385,0.4076923076923077,0.05384615384615385,0.0,0.0,0.046153846153846156,0.2153846153846154
user_neutral_factual,0.009900990099009901,0.0,0.009900990099009901,0.0297029702970297,0.0594059405940594,0.009900990099009901,0.12871287128712872,0.039603960396039604,0.44554455445544555,0.039603960396039604,0.0,0.0,0.039603960396039604,0.18811881188118812
user_neutral,0.0,0.0,0.0,0.0,0.022988505747126436,0.04597701149425287,0.16091954022988506,0.12643678160919541,0.3563218390804598,0.0,0.0,0.0,0.0,0.28735632183908044
astro_dated_prediction,0.07017543859649122,0.0,0.22807017543859648,0.15789473684210525,0.14035087719298245,0.15789473684210525,0.03508771929824561,0.017543859649122806,0.05263157894736842,0.0,0.0,0.0,0.017543859649122806,0.12280701754385964
astro_callback_prior,0.09090909090909091,0.0,0.14545454545454545,0.07272727272727272,0.07272727272727272,0.10909090909090909,0.05454545454545454,0.18181818181818182,0.01818181818181818,0.09090909090909091,0.01818181818181818,0.0,0.01818181818181818,0.12727272727272726
astro_callback_within,0.05172413793103448,0.004310344827586207,0.07758620689655173,0.19827586206896552,0.19827586206896552,0.14224137931034483,0.01293103448275862,0.017241379310344827,0.2025862068965517,0.008620689655172414,0.004310344827586207,0.0,0.05172413793103448,0.03017241379310345
astro_reframe,0.07407407407407407,0.037037037037037035,0.18518518518518517,0.3333333333333333,0.14814814814814814,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
astro_validation,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182
astro_self_correction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astro_open_thread,0.0,0.0,0.10714285714285714,0.5714285714285714,0.07142857142857142,0.10714285714285714,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
astro_other,0.10344827586206896,0.006896551724137931,0.06896551724137931,0.19310344827586207,0.16551724137931034,0.06896551724137931,0.027586206896551724,0.020689655172413793,0.06206896551724138,0.020689655172413793,0.0,0.0,0.020689655172413793,0.2413793103448276
